sample_id,parameter,parameter_raw,value,unit,uncertainty,below_limit,loq,analysis_type
p01-BR-HV-7550,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7550,BaP,Benso(a)pyren^,0.011,mg/kg,,False,,totalanalyse
p01-BR-HV-7550,PAH16,Sum PAH-16,0.024,mg/kg,,False,,totalanalyse
p01-BR-HV-7550,Benzen,Benzen,0.019,mg/kg,,False,,totalanalyse
p01-BR-HV-7550,Toluen,Toluen*,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7550,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7550,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7550,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7550,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7550,Alifater C12-C35,Sum alifater > C12-C35,33.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,As,Arsen,8.2,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Cd,Kadmium,0.13,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Cr,Krom,55.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Cu,Kopper,28.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7560ute1,Ni,Nikkel,79.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Pb,Bly,44.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Zn,Sink,94.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7560ute1,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7560ute1,PAH16,Sum PAH-16,0.043,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Benzen,Benzen,0.13,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Toluen,Toluen*,0.088,mg/kg,,False,,totalanalyse
p01-BR-HV-7560ute1,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7560ute1,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7560ute1,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7560ute1,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7560ute1,Alifater C12-C35,Sum alifater > C12-C35,40.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,As,Arsen,19.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,Cd,Kadmium,0.02,mg/kg,,True,0.02,totalanalyse
p01-BR-HV-7570,Cr,Krom,85.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,Cu,Kopper,31.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7570,Ni,Nikkel,160.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,Pb,Bly,16.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,Zn,Sink,62.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7570,BaP,Benso(a)pyren^,0.011,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,PAH16,Sum PAH-16,0.012,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,Benzen,Benzen,0.016,mg/kg,,False,,totalanalyse
p01-BR-HV-7570,Toluen,Toluen*,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7570,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7570,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7570,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7570,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7570,Alifater C12-C35,Sum alifater > C12-C35,25.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,As,Arsen,8.8,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Cd,Kadmium,0.25,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Cr,Krom,91.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Cu,Kopper,36.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7610,Ni,Nikkel,130.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Pb,Bly,16.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Zn,Sink,57.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7610,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7610,PAH16,Sum PAH-16,0.091,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Benzen,Benzen,0.094,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Toluen,Toluen*,0.076,mg/kg,,False,,totalanalyse
p01-BR-HV-7610,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7610,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7610,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7610,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7610,Alifater C12-C35,Sum alifater > C12-C35,10.0,mg/kg,,True,10.0,totalanalyse
p01-BR-HV-7660,As,Arsen,10.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Cd,Kadmium,0.31,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Cr,Krom,87.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Cu,Kopper,31.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7660,Ni,Nikkel,110.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Pb,Bly,15.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Zn,Sink,64.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7660,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7660,PAH16,Sum PAH-16,0.094,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Benzen,Benzen,0.19,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Toluen,Toluen*,0.11,mg/kg,,False,,totalanalyse
p01-BR-HV-7660,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7660,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7660,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7660,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7660,Alifater C12-C35,Sum alifater > C12-C35,23.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,As,Arsen,10.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Cd,Kadmium,0.24,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Cr,Krom,48.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Cu,Kopper,33.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7710,Ni,Nikkel,91.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Pb,Bly,12.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Zn,Sink,66.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7710,BaP,Benso(a)pyren^,0.012,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,PAH16,Sum PAH-16,0.097,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Benzen,Benzen,0.1,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Toluen,Toluen*,0.061,mg/kg,,False,,totalanalyse
p01-BR-HV-7710,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7710,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7710,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7710,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7710,Alifater C12-C35,Sum alifater > C12-C35,12.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,As,Arsen,5.3,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Cd,Kadmium,0.3,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Cr,Krom,45.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Cu,Kopper,23.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7760,Ni,Nikkel,66.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Pb,Bly,7.8,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Zn,Sink,46.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7760,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7760,PAH16,Sum PAH-16,0.13,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Benzen,Benzen,0.1,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Toluen,Toluen*,0.07,mg/kg,,False,,totalanalyse
p01-BR-HV-7760,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7760,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7760,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7760,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7760,Alifater C12-C35,Sum alifater > C12-C35,15.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,As,Arsen,5.1,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Cd,Kadmium,0.16,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Cr,Krom,100.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Cu,Kopper,25.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7810,Ni,Nikkel,120.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Pb,Bly,8.4,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Zn,Sink,41.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7810,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7810,PAH16,Sum PAH-16,0.16,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Benzen,Benzen,0.11,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Toluen,Toluen*,0.079,mg/kg,,False,,totalanalyse
p01-BR-HV-7810,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7810,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7810,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7810,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7810,Alifater C12-C35,Sum alifater > C12-C35,10.0,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,As,Arsen,6.4,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,Cd,Kadmium,0.02,mg/kg,,True,0.02,totalanalyse
p01-BR-HTV-7860,Cr,Krom,61.0,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,Cu,Kopper,25.0,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HTV-7860,Ni,Nikkel,88.0,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,Pb,Bly,8.5,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,Zn,Sink,65.0,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HTV-7860,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HTV-7860,PAH16,Sum PAH-16,0.16,mg/kg,,True,0.16,totalanalyse
p01-BR-HTV-7860,Benzen,Benzen,0.11,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,Toluen,Toluen*,0.048,mg/kg,,False,,totalanalyse
p01-BR-HTV-7860,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HTV-7860,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HTV-7860,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HTV-7860,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HTV-7860,Alifater C12-C35,Sum alifater > C12-C35,36.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,As,Arsen,5.1,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,Cd,Kadmium,0.028,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,Cr,Krom,33.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,Cu,Kopper,20.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,Hg,Kvikksølv,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7910,Ni,Nikkel,95.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,Pb,Bly,33.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,Zn,Sink,52.0,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-HV-7910,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-HV-7910,PAH16,Sum PAH-16,0.16,mg/kg,,True,0.16,totalanalyse
p01-BR-HV-7910,Benzen,Benzen,0.01,mg/kg,,False,,totalanalyse
p01-BR-HV-7910,Toluen,Toluen*,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7910,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7910,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-HV-7910,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-HV-7910,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-HV-7910,Alifater C12-C35,Sum alifater > C12-C35,13.0,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,As,Arsen,7.3,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Cd,Kadmium,0.02,mg/kg,,True,0.02,totalanalyse
p01-BR-Pumpesump,Cr,Krom,57.0,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Cu,Kopper,31.0,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Hg,Kvikksølv,0.016,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Ni,Nikkel,67.0,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Pb,Bly,13.0,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Zn,Sink,49.0,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,PCB7,Sum PCB7,0.007,mg/kg,,True,0.007,totalanalyse
p01-BR-Pumpesump,BaP,Benso(a)pyren^,0.01,mg/kg,,True,0.01,totalanalyse
p01-BR-Pumpesump,PAH16,Sum PAH-16,0.019,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Benzen,Benzen,0.024,mg/kg,,False,,totalanalyse
p01-BR-Pumpesump,Toluen,Toluen*,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-Pumpesump,Etylbenzen,Etylbenzen *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-Pumpesump,Xylen,Xylener *,0.04,mg/kg,,True,0.04,totalanalyse
p01-BR-Pumpesump,Alifater C8-C10,Alifater >C8-C10,2.0,mg/kg,,True,2.0,totalanalyse
p01-BR-Pumpesump,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse
p01-BR-Pumpesump,Alifater C12-C35,Sum alifater > C12-C35,130.0,mg/kg,,False,,totalanalyse
p01-BR-HTV-kornfordeling,Kornfordeling_0mm,Kumulativ % passerende 0 mm,0.0,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.002mm,Kumulativ % passerende 0.002 mm,0.22,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.004mm,Kumulativ % passerende 0.004 mm,0.61,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.008mm,Kumulativ % passerende 0.008 mm,1.11,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.016mm,Kumulativ % passerende 0.016 mm,1.59,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.032mm,Kumulativ % passerende 0.032 mm,2.03,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.063mm,Kumulativ % passerende 0.063 mm,2.4,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.125mm,Kumulativ % passerende 0.125 mm,2.91,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.25mm,Kumulativ % passerende 0.25 mm,3.51,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_0.5mm,Kumulativ % passerende 0.5 mm,4.23,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_1mm,Kumulativ % passerende 1 mm,5.41,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_2mm,Kumulativ % passerende 2 mm,6.79,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_4mm,Kumulativ % passerende 4 mm,8.65,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_8mm,Kumulativ % passerende 8 mm,12.72,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_16mm,Kumulativ % passerende 16 mm,19.59,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_31.5mm,Kumulativ % passerende 31.5 mm,28.96,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_63mm,Kumulativ % passerende 63 mm,72.04,%,,False,,kornfordeling
p01-BR-HTV-kornfordeling,Kornfordeling_100mm,Kumulativ % passerende 100 mm,100.0,%,,False,,kornfordeling
