sample_id,parameter,parameter_raw,value,unit,uncertainty,below_limit,loq,analysis_type,source_file
p18-HL-96655-96680,Zn,Sink (Zn),49.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Alifater C12-C16,Alifater >C12-C16,7.6,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Alifater C16-C35,Alifater >C16-C35,60.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Alifater C12-C35,Alifater >C12-C35,68.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PAH16,Sum PAH(16) EPA,0.061,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PAH16-EPA3,Sum PAH(16) EPA3,0.061,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96655-96680,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,DryMatter,Tørrstoff,96.1,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,As,Arsen (As),0.94,mg/kg,,True,0.94,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Pb,Bly (Pb),5.3,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Cd,Kadmium (Cd),0.19,mg/kg,,True,0.19,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Cu,Kobber (Cu),28.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Cr,Krom (Cr),16.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Hg,Kvikksølv (Hg),0.0094,mg/kg,,True,0.0094,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Ni,Nikkel (Ni),9.2,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Zn,Sink (Zn),43.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Cr_VI,Krom (VI),0.71,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Alifater C12-C16,Alifater >C12-C16,12.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Alifater C16-C35,Alifater >C16-C35,53.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Alifater C12-C35,Alifater >C12-C35,65.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PAH16,Sum PAH(16) EPA,0.07100000000000001,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PAH16-EPA3,Sum PAH(16) EPA3,0.071,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96680-96705,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,DryMatter,Tørrstoff,95.0,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,As,Arsen (As),0.95,mg/kg,,True,0.95,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Pb,Bly (Pb),5.5,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Cd,Kadmium (Cd),0.19,mg/kg,,True,0.19,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Cu,Kobber (Cu),26.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Cr,Krom (Cr),16.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Hg,Kvikksølv (Hg),0.0095,mg/kg,,True,0.0095,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Ni,Nikkel (Ni),12.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Zn,Sink (Zn),55.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Alifater C16-C35,Alifater >C16-C35,24.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Alifater C12-C35,Alifater >C12-C35,24.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96705-96730,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,DryMatter,Tørrstoff,93.2,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,As,Arsen (As),1.5,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Pb,Bly (Pb),4.6,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Cd,Kadmium (Cd),0.2,mg/kg,,True,0.2,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Cu,Kobber (Cu),23.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Cr,Krom (Cr),17.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Hg,Kvikksølv (Hg),0.0097,mg/kg,,True,0.0097,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Ni,Nikkel (Ni),11.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Zn,Sink (Zn),50.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Cr_VI,Krom (VI),0.22,mg/kg,,True,0.22,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Alifater C12-C16,Alifater >C12-C16,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Alifater C16-C35,Alifater >C16-C35,27.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Alifater C12-C35,Alifater >C12-C35,27.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96730-96755,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,DryMatter,Tørrstoff,89.5,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,As,Arsen (As),1.1,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Pb,Bly (Pb),7.1,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Cd,Kadmium (Cd),0.21,mg/kg,,True,0.21,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Cu,Kobber (Cu),35.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Cr,Krom (Cr),15.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Hg,Kvikksølv (Hg),0.011,mg/kg,,True,0.011,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Ni,Nikkel (Ni),13.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Zn,Sink (Zn),46.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Cr_VI,Krom (VI),0.23,mg/kg,,True,0.23,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Xylen,m/p/o-Xylen,0.1,mg/kg,,True,100.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Alifater C6-C8,Alifater >C6-C8,7.0,mg/kg,,True,7.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Alifater C8-C10,Alifater >C8-C10,3.0,mg/kg,,True,3.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Alifater C10-C12,Alifater >C10-C12,5.0,mg/kg,,True,5.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Alifater C12-C16,Alifater >C12-C16,6.3,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Alifater C16-C35,Alifater >C16-C35,51.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Alifater C12-C35,Alifater >C12-C35,57.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Aromatics C8-C10,Aromater >C8-C10,4.0,mg/kg,,True,4.0,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Aromatics C10-C16,Aromater >C10-C16,0.9,mg/kg,,True,0.9,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Aromatics C16-C35,Aromater >C16-C35,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Benzo(a)antracen/Methylchrysener,Methylchrysener/benzo(a)anthracener,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Methylpyren/Fluoranthen,Methylpyrene/fluoranthense,0.5,mg/kg,,True,0.5,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Benzo(a)antracen,Benzo[a]antracen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Krysen,Krysen/Trifenylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,BaP,Benzo[a]pyren,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,"Indeno(1,2,3-cd)pyren","Indeno[1,2,3-cd]pyren",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,"Dibenzo(a,h)antracen","Dibenzo[a,h]antracen",0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,Benzo(ghi)perylen,Benzo[ghi]perylen,0.03,mg/kg,,True,0.03,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PAH16,Sum PAH(16) EPA,0.033,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PAH16-EPA3,Sum PAH(16) EPA3,0.033,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PCB28,PCB 28,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PCB52,PCB 52,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PCB101,PCB 101,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PCB118,PCB 118,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PCB138,PCB 138,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PCB153,PCB 153,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96755-96780,PCB180,PCB 180,0.0015,mg/kg,,True,0.0015,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,DryMatter,Tørrstoff,93.4,%,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,As,Arsen (As),1.3,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,Pb,Bly (Pb),3.8,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,Cd,Kadmium (Cd),0.2,mg/kg,,True,0.2,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,Cu,Kobber (Cu),31.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,Cr,Krom (Cr),17.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,Hg,Kvikksølv (Hg),0.0097,mg/kg,,True,0.0097,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,Ni,Nikkel (Ni),14.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
p18-HL-96780-96805,Zn,Sink (Zn),42.0,mg/kg,,False,,totalanalyse,18_hestnestunnelen\extracted\p18_results.csv
